date,metric_name,metric_description,metric_owner,metric_value,period_type,period_value
2023-05-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,91.0,Calendar Period,2023_May
2023-06-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,34.0,Calendar Period,2023_June
2023-07-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,97.0,Calendar Period,2023_July
2023-08-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,87.0,Calendar Period,2023_August
2023-09-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,185.0,Calendar Period,2023_September
2023-10-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,99.0,Calendar Period,2023_October
2023-11-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,125.0,Calendar Period,2023_November
2023-12-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,107.0,Calendar Period,2023_December
2024-01-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,77.0,Calendar Period,2024_January
2024-02-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,70.0,Calendar Period,2024_February
2024-03-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,64.0,Calendar Period,2024_March
2024-04-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,81.0,Calendar Period,2024_April
2024-05-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,77.0,Calendar Period,2024_May
2024-06-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,84.0,Calendar Period,2024_June
2024-07-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,163.0,Calendar Period,2024_July
2024-08-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,79.0,Calendar Period,2024_August
2024-09-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,59.0,Calendar Period,2024_September
2024-10-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,60.0,Calendar Period,2024_October
2024-11-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,156.0,Calendar Period,2024_November
2024-12-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,149.0,Calendar Period,2024_December
2025-01-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,85.0,Calendar Period,2025_January
2025-02-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,103.0,Calendar Period,2025_February
2025-03-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,83.0,Calendar Period,2025_March
2025-04-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,88.0,Calendar Period,2025_April
2025-05-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,102.0,Calendar Period,2025_May
2025-06-01,Home Loan Complaints Volume,Subset of total complaints specifically related to home loan products and services.,Mia Robinson,185.0,Calendar Period,2025_June
2022-01-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07641381448549746,Calendar Period,2022_January
2022-02-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.054528450672552735,Calendar Period,2022_February
2022-03-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.04329019557239131,Calendar Period,2022_March
2022-04-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.05859729310654119,Calendar Period,2022_April
2022-05-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.047495173429491,Calendar Period,2022_May
2022-06-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.052737007358956096,Calendar Period,2022_June
2022-07-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07648788852659151,Calendar Period,2022_July
2022-08-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.043166158268046456,Calendar Period,2022_August
2022-09-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07767143382943485,Calendar Period,2022_September
2022-10-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07432103851736382,Calendar Period,2022_October
2022-11-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.03174746808735779,Calendar Period,2022_November
2022-12-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.024161678052509926,Calendar Period,2022_December
2023-01-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.026046680082645598,Calendar Period,2023_January
2023-02-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.021093309539092983,Calendar Period,2023_February
2023-03-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.025666577645355702,Calendar Period,2023_March
2023-04-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06098040640498141,Calendar Period,2023_April
2023-05-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.02427131890761374,Calendar Period,2023_May
2023-06-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.039138537817625677,Calendar Period,2023_June
2023-07-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07069251865816727,Calendar Period,2023_July
2023-08-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.021396316144149552,Calendar Period,2023_August
2023-09-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06886810895533614,Calendar Period,2023_September
2023-10-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.036911286486403995,Calendar Period,2023_October
2023-11-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.027089889657299377,Calendar Period,2023_November
2023-12-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06180422992184904,Calendar Period,2023_December
2024-01-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.057736570806793036,Calendar Period,2024_January
2024-02-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07264832081162317,Calendar Period,2024_February
2024-03-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06410426262823314,Calendar Period,2024_March
2024-04-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06820885582309091,Calendar Period,2024_April
2024-05-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.03692207435427839,Calendar Period,2024_May
2024-06-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.03064637262678337,Calendar Period,2024_June
2024-07-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.0650368850984515,Calendar Period,2024_July
2024-08-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06841008435603584,Calendar Period,2024_August
2024-09-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07943030852004039,Calendar Period,2024_September
2024-10-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.04475706061468559,Calendar Period,2024_October
2024-11-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.04232108514756699,Calendar Period,2024_November
2024-12-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06658477764451981,Calendar Period,2024_December
2025-01-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.04044821241518107,Calendar Period,2025_January
2025-02-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07584543953621388,Calendar Period,2025_February
2025-03-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.07150476511058071,Calendar Period,2025_March
2025-04-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.0457396416425011,Calendar Period,2025_April
2025-05-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06505226406748985,Calendar Period,2025_May
2025-06-01,BTL Campaign Conversion Rate,The percentage of customers targeted by BTL campaigns who converted to home loan products.,Zara Lin,0.06527257244508095,Calendar Period,2025_June
2022-01-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0028715968794704822,Calendar Period,2022_January
2022-02-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.007135285867433379,Calendar Period,2022_February
2022-03-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0055167551694043976,Calendar Period,2022_March
2022-04-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.00453007278305807,Calendar Period,2022_April
2022-05-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.00125453793927403,Calendar Period,2022_May
2022-06-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0012543594504878994,Calendar Period,2022_June
2022-07-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.000529818730044676,Calendar Period,2022_July
2022-08-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.00650970347873452,Calendar Period,2022_August
2022-09-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.004548251086899745,Calendar Period,2022_September
2022-10-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0053397370756907364,Calendar Period,2022_October
2022-11-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0002523252577889381,Calendar Period,2022_November
2022-12-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.007277332905998758,Calendar Period,2022_December
2023-01-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0062600755419231205,Calendar Period,2023_January
2023-02-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0016713094190192435,Calendar Period,2023_February
2023-03-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0014455047573325446,Calendar Period,2023_March
2023-04-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0014571933729154102,Calendar Period,2023_April
2023-05-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.002351392597900579,Calendar Period,2023_May
2023-06-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.00398319759407856,Calendar Period,2023_June
2023-07-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0032963931379516565,Calendar Period,2023_July
2023-08-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.00225509563746551,Calendar Period,2023_August
2023-09-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.004627711420945608,Calendar Period,2023_September
2023-10-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0011322545688251095,Calendar Period,2023_October
2023-11-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0022618703991606143,Calendar Period,2023_November
2023-12-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0028110776403733185,Calendar Period,2023_December
2024-01-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0034749178832060657,Calendar Period,2024_January
2024-02-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0059103021143083,Calendar Period,2024_February
2024-03-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.001577585987971862,Calendar Period,2024_March
2024-04-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0039053348442607255,Calendar Period,2024_April
2024-05-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.004483867809579114,Calendar Period,2024_May
2024-06-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.00044373305412798316,Calendar Period,2024_June
2024-07-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.004595831904070644,Calendar Period,2024_July
2024-08-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0013618785152859573,Calendar Period,2024_August
2024-09-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0005813817880910684,Calendar Period,2024_September
2024-10-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0071217529756746655,Calendar Period,2024_October
2024-11-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.007245677044751739,Calendar Period,2024_November
2024-12-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.006082140376061812,Calendar Period,2024_December
2025-01-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.002354141891882943,Calendar Period,2025_January
2025-02-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0008227736436472406,Calendar Period,2025_February
2025-03-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0051633243961899606,Calendar Period,2025_March
2025-04-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0033571284536730492,Calendar Period,2025_April
2025-05-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.0010030829378513632,Calendar Period,2025_May
2025-06-01,System Growth Rate,Overall market or system-level growth rate for home loans across the banking sector.,Jack Neill,0.003764309134823399,Calendar Period,2025_June
2022-01-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.06279107911114418,Fiscal Period,FY2022_Q1
2022-02-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05945409180630849,Fiscal Period,FY2022_Q1
2022-03-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.0591555218538237,Fiscal Period,FY2022_Q1
2022-04-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05879009966262594,Fiscal Period,FY2022_Q2
2022-05-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05674652176970444,Fiscal Period,FY2022_Q2
2022-06-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.054605078198083044,Fiscal Period,FY2022_Q2
2022-07-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.051952789853868954,Fiscal Period,FY2021_Q3
2022-08-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05226053572188364,Fiscal Period,FY2021_Q3
2022-09-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.049655150379876084,Fiscal Period,FY2021_Q3
2022-10-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.055974019915571716,Fiscal Period,FY2021_Q4
2022-11-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05662616307366768,Fiscal Period,FY2021_Q4
2022-12-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.054963489403649805,Fiscal Period,FY2021_Q4
2023-01-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.053310589445674864,Fiscal Period,FY2023_Q1
2023-02-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.04800431148485191,Fiscal Period,FY2023_Q1
2023-03-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.051071975118537546,Fiscal Period,FY2023_Q1
2023-04-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.0544872025211378,Fiscal Period,FY2023_Q2
2023-05-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05841630687663458,Fiscal Period,FY2023_Q2
2023-06-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.0656362502160378,Fiscal Period,FY2023_Q2
2023-07-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.06250544989660503,Fiscal Period,FY2022_Q3
2023-08-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.06644937013678767,Fiscal Period,FY2022_Q3
2023-09-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.059341889948544,Fiscal Period,FY2022_Q3
2023-10-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.056712882202824076,Fiscal Period,FY2022_Q4
2023-11-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.0590156141859524,Fiscal Period,FY2022_Q4
2023-12-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05503977636344086,Fiscal Period,FY2022_Q4
2024-01-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05831597172616287,Fiscal Period,FY2024_Q1
2024-02-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05285250288026627,Fiscal Period,FY2024_Q1
2024-03-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.060740493718686644,Fiscal Period,FY2024_Q1
2024-04-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.0509645180874506,Fiscal Period,FY2024_Q2
2024-05-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05885287497956589,Fiscal Period,FY2024_Q2
2024-06-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.06674177699183964,Fiscal Period,FY2024_Q2
2024-07-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.06408804204905638,Fiscal Period,FY2023_Q3
2024-08-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.052490882480136024,Fiscal Period,FY2023_Q3
2024-09-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05045557432700815,Fiscal Period,FY2023_Q3
2024-10-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.049081329652437125,Fiscal Period,FY2023_Q4
2024-11-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.047202996496290034,Fiscal Period,FY2023_Q4
2024-12-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.054074173262057636,Fiscal Period,FY2023_Q4
2025-01-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.051369750065413555,Fiscal Period,FY2025_Q1
2025-02-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05498374938601732,Fiscal Period,FY2025_Q1
2025-03-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05173489407933217,Fiscal Period,FY2025_Q1
2025-04-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05286325450691842,Fiscal Period,FY2025_Q2
2025-05-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.04874953085611487,Fiscal Period,FY2025_Q2
2025-06-01,Home Loan Growth Rate (%),"The month-over-month percentage change in total home loan balances, indicating portfolio growth.",Sophie Tan,0.05420593692286827,Fiscal Period,FY2025_Q2
2022-01-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04432946965146987,Fiscal Period,FY2022_Q1
2022-02-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04454248465613614,Fiscal Period,FY2022_Q1
2022-03-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04865771822080473,Fiscal Period,FY2022_Q1
2022-04-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.051923469717200244,Fiscal Period,FY2022_Q2
2022-05-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.057543763922696035,Fiscal Period,FY2022_Q2
2022-06-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05496985139093489,Fiscal Period,FY2022_Q2
2022-07-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04979021913676578,Fiscal Period,FY2021_Q3
2022-08-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.048050539583232466,Fiscal Period,FY2021_Q3
2022-09-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05093624081778195,Fiscal Period,FY2021_Q3
2022-10-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05535307033409389,Fiscal Period,FY2021_Q4
2022-11-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05593029426140955,Fiscal Period,FY2021_Q4
2022-12-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.053260399738884474,Fiscal Period,FY2021_Q4
2023-01-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05287495605700946,Fiscal Period,FY2023_Q1
2023-02-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04944069444104934,Fiscal Period,FY2023_Q1
2023-03-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04475692974484639,Fiscal Period,FY2023_Q1
2023-04-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.0406085157209595,Fiscal Period,FY2023_Q2
2023-05-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.03664739739424134,Fiscal Period,FY2023_Q2
2023-06-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04275731023943819,Fiscal Period,FY2023_Q2
2023-07-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04482195578026841,Fiscal Period,FY2022_Q3
2023-08-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.049593370835048105,Fiscal Period,FY2022_Q3
2023-09-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.05230493146167123,Fiscal Period,FY2022_Q3
2023-10-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.051654293942396706,Fiscal Period,FY2022_Q4
2023-11-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.050672416261105975,Fiscal Period,FY2022_Q4
2023-12-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.049152262907275535,Fiscal Period,FY2022_Q4
2024-01-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04894732227070301,Fiscal Period,FY2024_Q1
2024-02-01,ANZ Best Home Loan Rate (<80% LVR),The lowest interest rate offered by ANZ to customers with a loan-to-value ratio under 80%.,Daniel Green,0.04561329213863465,Fiscal Period,FY2024_Q1
